index,nombre,sector,precio,area,habitaciones,banos,parqueadero,codigoSector,acabados,tipoAcabados
3720,"Carcelén Alto, Casa, 160 m², 3 Habitaciones, 4 Baños, 2 Parqueaderos",Carcelén,143000,281,3,3,0.0,9,143,1
3721,Reservorio Cumbaya - Casa en Conjunto 4 Dorm.,Cumbayá,370000,350,4,5,3.0,14,318,2
3722,Casa Tres Dorm. La Primavera - Cumbaya,Cumbayá,235000,290,3,4,2.0,14,200,1
3727,Cumbaya Cerca Usfq Bella Casa Urbanizacion Exclusiva,Cumbayá,465000,810,3,4,3.0,14,413,2
3730,Vendo Casa Conjunto Una Sola Planta Preciosa Jardines Árboles Auqui Chico,Cumbayá,500000,1050,3,3,2.0,14,465,2
3732,Vendo Muy Buena Casa Sector Quito Tennis,Quito Tenis,500000,432,6,6,2.0,12,472,2
3734,Vendo Cómoda y Confortable Casa en Conjunto Cumbayá La Primavera,Cumbayá,335000,500,4,4,2.0,14,300,1
3736,Casa en Venta 136 m² en Cumbaya,Cumbayá,149000,190,3,2,2.0,14,114,1
3742,Casa Deventa Quito - Urbanizacion Privada - 259 m²,Cumbayá,280000,259,3,3,3.0,14,228,1
3744,"Casa en Venta Cumbayá, en Jardines del Este I",Cumbayá,580000,1016,5,6,4.0,14,511,2
3746,Vendo Hermosa Casa Estilo Mediterraneo Urbanizacion Altos del Valle,Cumbayá,1250000,1600,4,5,4.0,14,1181,3
3751,Arrayanes Mansión en Venta X Estrenar Vista Panorámica,Puembo,2900000,2200,5,6,4.0,13,2836,3
3785,"Vendo Casa con Amplio Jardín, Sector Reservorio Cumbaya",Cumbayá,360000,540,3,3,3.0,14,308,2
3791,Cumbaya Casas de Venta Semi Rusticas,Cumbayá,550000,300,5,5,2.0,14,515,2
3793,Casa - Ponceano,Ponceano,299000,401,6,4,6.0,7,227,1
3797,Casa de Venta en Cumbaya Sector Colegio Menor,Cumbayá,290000,286,3,2,2.0,14,255,1
3813,Cumbaya Hermosa Casa,Cumbayá,140000,195,3,2,2.0,14,105,1
3822,"Cumbaya, Casa Rustica, 186 m², 4 Habitaciones, 4 Baños, 2 Parqueaderos",Cumbayá,226000,186,4,3,0.0,14,226,1
3825,"328 m, Mas Porche, Terraza y Jardin: 3 Dorm y Estudio Duplex:jardin y Vista",Cumbayá,490000,405,3,4,3.0,14,438,2
3828,Carcelen - Casa Independiente de Venta,Carcelén,140000,204,3,2,1.0,9,129,1
3840,Vendo Casa de 4 Dorm. Dentro de Conjunto Muy Cerca a La Ruta Viva,Cumbayá,370000,390,4,4,3.0,14,318,2
3847,Venta de Casa en Cumbayá Tres Dorm. Tres Pisos,Cumbayá,270000,274,3,3,2.0,14,235,1
3851,Hermosa Casa Urb de Lujo Sector Colegio Menor,Cumbayá,800000,1100,3,3,6.0,14,696,2
3853,Venta Hermosa Casa Puembo,Puembo,405000,612,3,4,2.0,13,373,2
3856,0 9 8 1 8 8 1 0 8 4 Santa Lucía Casa en Venta 4 Dorm. $308.000,Cumbayá,308000,262,4,4,2.0,14,273,1
3862,Casa de Venta en Cumbaya,Cumbayá,300000,770,4,3,3.0,14,248,1
3866,Vendo Casa Dentro de Urbanización en Cumbaya Sector Reservorio P. Z.,Cumbayá,332000,706,3,5,5.0,14,245,1
3869,Vendo Casa en La Primavera Remax Sol,Cumbayá,185000,165,3,2,2.0,14,150,1
3870,Venta Oportunidad Casa Comercial de 300 m² Muy Bien Ubicada Sector Quicentro,El Batán,228000,300,5,3,10.0,2,88,1
3872,Casa de 3 Dorm. por Colegio Menor,Cumbayá,670000,1000,3,3,4.0,14,601,2
3875,Casa - Cumbayá,Cumbayá,310000,440,3,3,1.0,14,293,1
3877,Vendo Casa Cumbaya,Cumbayá,580000,900,4,4,4.0,14,511,2
3892,Se Vende Hermosa Casa en Conjunto,Cumbayá,300000,284,3,2,2.0,14,265,1
3895,Inmobusiness Vende Casa en Pillagua,Cumbayá,1500000,1321,3,8,8.0,14,1361,3
3899,Vendo Casa en Cumbaya Sector de Santa Ines,Cumbayá,380000,340,3,2,2.0,14,345,2
3902,"Carcelén, Casa en Venta, 4 Habitaciones, 153 m²",Carcelén,130000,153,4,3,0.0,9,130,1
3903,Corredor de Bienes Raíces en Quito /,El Batán,100000,1000,1,1,1.0,2,86,1
3905,Hermosa y Amplia Casa de Venta en El Sector de Ponceano,Ponceano,175000,205,3,3,2.0,7,151,1
3907,"Carcelén, Casa Venta, 4 Habitaciones, 3 Baños y Medio, 2 Parqueaderos, 134 m²",Carcelén,110000,134,4,3,0.0,9,110,1
3911,Inmobusiness Vende Casa en Cumbayá,Cumbayá,454000,525,3,3,3.0,14,402,2
3919,Moderna Casa con Excelente Ubicación en Cumbaya Vía a Lumbisi,Cumbayá,440000,422,3,4,2.0,14,405,2
3924,Hermosa Casa Moderna Alquiler o Venta,Cumbayá,780000,1460,3,4,4.0,14,711,2
3925,Casa de 3 Dorm. - San Juan Alto de Cumbayá,Cumbayá,349000,609,3,4,4.0,14,280,1
3928,"Vendo Casa Cumbaya, en Conjunto 15 Casas 285 Const. Mas Jardin $225.000",Cumbayá,225000,285,2,2,2.0,14,190,1
3929,Se Vende Conjunto de Casas - Sector Gonzalez Suarez,González Suárez,2500000,5000,40,50,16.0,11,2188,3
3938,Vendo Excelente Casa en Cumbaya,Cumbayá,550000,489,4,3,3.0,14,498,2
3940,Venta Hermosa Casa Cumbaya,Cumbayá,189000,220,3,2,2.0,14,154,1
3941,"Vendo Casa 216 m², en Conjunto, Sector Intervalles y La Ruta Viva",Cumbayá,195000,216,3,2,2.0,14,160,1
3949,"Carcelén Bajo, Casa Independiente, Acogedora.",Carcelén,85000,200,3,2,1.0,9,74,1
3951,Vendo Puembo Casa Rodeada Naturaleza Andina Vista 4 Nevados Urbanización Lujo,Cumbayá,485000,1026,4,5,4.0,14,416,2
3956,Vendo Hermosa Casa de Lujo en Cumbaya,Cumbayá,1399990,1370,4,4,4.0,14,1331,3
3958,Casa - Cumbayá,Cumbayá,380000,415,5,4,9.0,14,224,1
3961,"Venta de Casa, Sector Colegio Einstein",Carcelén,230000,350,4,3,5.0,9,173,1
3962,Cumbaya Hermosa Casa No Adosada en Excelente Conjunto,Cumbayá,585000,870,4,4,4.0,14,516,2
3966,Vendo Hermosa Casa en Carcelen,Carcelén,270000,490,4,4,4.0,9,224,1
3967,Vendo Casa Sector Carcelen en Camino de Los Eucaliptos,Carcelén,108000,166,3,3,3.0,9,74,1
3970,En Venta Hermosa Casa Sector Ponceano Alto,Ponceano,112000,176,3,3,2.0,7,88,1
3979,Vende Cumbaya_casa3 Drm - $210/ Nicole Tapia,Cumbayá,210000,180,3,4,2.0,14,175,1
3984,Casa de Oportunidad Moderna,Cumbayá,210000,160,2,2,3.0,14,158,1
3986,Linda y Amplia Casa en Urbanización Privada de Alto Lujo en Cumbayá,Cumbayá,795000,640,5,5,3.0,14,743,2
3991,Vendo Linda y Amplia Casa en Sector del Reservorio,Cumbayá,295000,470,4,4,4.0,14,226,1
3993,"Casa de Venta en Quito, Sector San Juan Cumbaya",Cumbayá,150000,167,3,2,2.0,14,115,1
3995,Vendo Bonita Casa en Cumbaya,Cumbayá,1100000,1228,0,0,0.0,14,1100,3
3997,Espectacular Casa de Venta Dentro de Urbanización Exclusiva,Cumbayá,900000,550,3,4,5.0,14,813,3
3999,Venta Hermosa Casa en Cumbaya con Jardín,Cumbayá,295000,277,3,4,2.0,14,260,1
4007,Venta - Hermosa Villa en Urb. Privada,Cumbayá,650000,1179,5,3,2.0,14,615,2
4012,"Zp, Cv, Vendo Casa, No Adosada! Sector Paseo San Francisco, Cumbaya",Cumbayá,420000,620,4,4,3.0,14,368,2
4014,"Venta Casa, Cumbaya, Sector Parque Cumbaya",Cumbayá,198500,230,4,3,2.0,14,164,1
4016,Casa Estilo Español Sector Usfq,Cumbayá,340000,350,3,3,2.0,14,305,2
4017,Casa a Estrenar San Juan,Cumbayá,275000,230,3,3,2.0,14,240,1
4022,"Inmobusiness Vende Casa Sector San Juan Alto, Cumbaya",Cumbayá,150000,142,3,2,2.0,14,115,1
4024,Venta Casa Puembo Conjunto Segurida Piscina Amplias Área Verdes,Cumbayá,295000,415,3,3,1.0,14,278,1
4028,Casa de Venta Sector Carcelen,Carcelén,87000,190,3,2,1.0,9,76,1
4032,Vendo Estupenda Casa 4d La Primavera Cumbaya a Pocas Cuadras del Hosp. de Los Valles,Cumbayá,495000,460,4,4,5.0,14,408,2
4039,0 9 8 1 8 8 1 0 8 4 Cumbaya $190.000 Preciosa Casa de Venta Cerca a La Usfq,Cumbayá,190000,200,3,2,2.0,14,155,1
4043,Vendo Casa en Cumbaya,Cumbayá,280000,220,3,3,2.0,14,245,1
4047,Vendo Casa Sector La Primavera 630 m²,Cumbayá,349990,632,6,4,10.0,14,177,1
4050,Arriendo o Vendo Hermosa Casa en Sector Bellavista,Bellavista,750000,875,4,1,4.0,10,688,2
4057,Casa - El Batán,El Batán,1000000,1454,7,11,5.0,2,930,3
4058,Casa en Venta Dentro de Conjunto Cerrado Intervalles,Cumbayá,194000,193,3,2,2.0,14,159,1
4062,Oportunidad Vendo Casa Rentera en Urb. Marisol - Ponceano $279.000,Ponceano,279000,851,9,6,5.0,7,219,1
4063,Vendo Casa en Mastodontes,Carcelén,89500,136,3,2,1.0,9,78,1
4064,Inmobusiness Vende Preciosa Casa en Sector Exclusivo de Cumbayá,Cumbayá,799000,1027,6,3,2.0,14,764,2
4068,Vendo Casa Dentro de Conjunto Cumbaya (Mp) (Co.),Cumbayá,569000,1130,3,2,3.0,14,517,2
4070,Casa Rentera de Venta en El Sector de Cotocollao,Ponceano,200000,342,11,4,1.0,7,188,1
4071,Venta Casa en Urbanización Intervalles Vista Ilaló Valle,Cumbayá,800000,2590,5,4,6.0,14,696,2
4077,Casa de Venta Quito Cumbaya 3 Dorm.,Cumbayá,275000,350,3,3,2.0,14,240,1
4080,Espectacular Duplex con 120 m² de Terraza con Inmejorable Ubicación en Cumbaya,Cumbayá,230000,270,3,2,2.0,14,195,1
4082,"Cumbaya, Casa Rentera, 429 m², 1 Casa, 5 Suites, 4 Parqueaderos",Cumbayá,750000,935,8,8,0.0,14,750,2
4084,Casa - Cumbayá,Cumbayá,530000,520,4,5,2.0,14,495,2
4087,Linda Amplia,Cumbayá,250000,310,3,2,2.0,14,215,1
4091,Venta Casa Rentera en La Primavera,Cumbayá,420000,694,7,6,4.0,14,351,2
4092,"Vendo Casa en Quito, Carcelen $290.000",Carcelén,290000,520,4,3,5.0,9,233,1
4093,Oportunidad! Casa de Venta Dentro de Urbanizacion Exclusiva en Cumbaya,Cumbayá,850000,1095,3,3,6.0,14,746,2
4096,Casa de Venta en Tanda en Conjunto Privado,Cumbayá,255000,189,3,3,3.0,14,203,1
4101,Amplia Casa No Adosada en Cumbayá,Cumbayá,400000,1000,3,3,2.0,14,365,2
4103,Jm Venta Casa de 4 Dorm. en La Primavera,Cumbayá,315000,320,4,2,4.0,14,246,1
4110,Vendo Casa en Cumbaya en Urbanización Vía Pillagua,Cumbayá,1400000,1390,4,5,4.0,14,1331,3
4113,"Cumbaya Vendo Casa Dentro de Urbanizacion, Cerca Usfq!",Cumbayá,599990,1160,4,5,3.0,14,548,2
4117,Hermosa Exclusiva Residencia en Urbanizacion Privada Sector La Guajira,Cumbayá,790000,1500,4,5,6.0,14,686,2
4119,Vendo Casa Independiente 4 Dorm. y Una Suite,Cumbayá,450000,540,4,6,4.0,14,381,2
4120,"Casa en Venta en Cumbayá, Altos del Valle",Cumbayá,1200000,1130,4,6,5.0,14,1113,3
4122,Espectacular Casa de Venta o Renta en La Primavera,Cumbayá,310000,290,4,3,4.0,14,241,1
4123,Puembo Hermosa Casa de Venta en Urb. Arrayanes. Negociable,Puembo,1050000,1120,4,4,2.0,13,1018,3
4124,Casa Sector Paseo San Francisco,Cumbayá,260000,420,2,2,3.0,14,208,1
4128,Casa Sector Quicentro,El Batán,550000,430,4,3,4.0,2,494,2
4129,"Cumbayá, Lumbisí, Limonar, Casa Vendo, Estrenar 210 m², Tres Dormit, Guardianía.",Cumbayá,225000,210,3,2,2.0,14,190,1
4131,En Cumbaya. Dentro de Urbanizacion.,Cumbayá,650000,1050,4,5,4.0,14,581,2
4138,Vendo Promoción Fabulosa Residencia Lujo Miravalle Cumbayá 4 Dorm. 500 m²,Cumbayá,550000,600,4,5,3.0,14,498,2
4139,Casa Independiente en Cumbaya por El Parque Para Negocio.,Cumbayá,599000,860,3,3,2.0,14,564,2
4140,Casa de Venta en Urb. Privada Guardiania 24/7 Cerca Ruta Viva,Cumbayá,520000,680,3,3,2.0,14,485,2
4147,Cumbaya Casa de Lujo de Venta en Urb. Exclusiva,Cumbayá,2607000,1240,4,6,9.0,14,2451,3
4150,Casa de Arriendo de 5 Dorm. en Jardines del Este - Cumbaya,Cumbayá,1300000,2000,5,5,4.0,14,1231,3
4151,"Casa de Venta en Cumbaya, Urb. Rancho San Francisco",Cumbayá,1380000,1746,4,5,3.0,14,1328,3
4152,Hermosa Casa La Viña,Cumbayá,425000,400,3,3,3.0,14,373,2
4154,"Urb. Exclusiva Altos del Valle, Cumbaya",Cumbayá,1150000,680,3,3,4.0,14,1081,3
4157,"Vendo Casa 500 m² + Suite Completa, Urb. Privada, Parque, Seguridad, Miravalle",Cumbayá,500000,500,4,4,2.0,14,465,2
4164,Hermosa Casa a Estrenar Urbanización Exclusiva La Primavera Cumbaya,Cumbayá,3700000,2160,6,6,12.0,14,3492,3
4169,Hermosa Casa en Venta,Cumbayá,630000,1250,4,5,4.0,14,561,2
4171,"Vendo Casa Moderna, San Juan Alto, Vista Fabulosa, Conjunto Piscina, Cancha",Cumbayá,215000,222,3,2,2.0,14,180,1
4175,Venta Casas por Estrenar Tumbaco Oportunidad,Cumbayá,197000,156,3,3,2.0,14,162,1
4183,Cumbaya. Casa Moderna de Venta 0 Alquiler en Urb. Exclusiva,Cumbayá,2500000,1300,5,5,5.0,14,2413,3
4186,En Excelente Urbanización!,Cumbayá,1300000,1373,4,5,4.0,14,1231,3
4187,Linda! Excelente Ubicación,Cumbayá,250000,265,3,2,2.0,14,215,1
4189,Hermosa Casa de Venta en San Juan,Cumbayá,275000,180,3,2,2.0,14,240,1
4190,Cumbaya Espectacular Casa Hermosa Vista Urbanización de Lujo,Cumbayá,1800000,3500,4,5,0.0,14,1800,3
4192,Preciosa - Espectacular! Precio Negociable!,Cumbayá,1500000,2800,4,3,4.0,14,1431,3
4197,"Hermosa Casa en Villa Navarra, Piscina Comunal, Muchos Extras. Biess",Pomasqui,118000,155,3,2,2.0,1,95,1
4205,De Oportunidad! Venta Residencia Puembo Negociables,Puembo,780000,2100,4,5,4.0,13,716,2
4207,Cumbaya. Casa de Venta en Urb. Privada. Precio Negociable,Cumbayá,790000,645,3,3,3.0,14,738,2
4209,"Casa en Cumbres del Valle, en Cumbaya",Cumbayá,780000,645,3,3,3.0,14,728,2
4210,Vendo Casa Amplia Cuatro Dorm. - Sector Cumbaya,Cumbayá,380000,350,4,3,2.0,14,345,2
4211,"Bellavista, Vendo Casa 5 Dorm. Cerca 6 de Diciembre.",Bellavista,300000,324,3,4,2.0,10,269,1
4212,Casa en Venta en Cumbaya Para Inversionistas,Cumbayá,420000,540,3,4,4.0,14,351,2
4214,"Casa de Venta en La Viña, 1100 m²",Cumbayá,1500000,900,4,4,4.0,14,1431,3
4218,Casa en Venta Cumbaya en Conjunto,Cumbayá,235000,180,4,3,2.0,14,200,1
4229,Vendo Casa de Lujo en El Valle de Cumbayá,Cumbayá,5200000,18000,5,7,0.0,14,5200,3
4230,Puembo Casa de Venta Moderna en Conjunto de un Solo Andar,Puembo,685000,2700,3,3,4.0,13,621,2
4234,Vendo - Casa 3 Dorm. c/u con Baño - No Adosada - Cumbaya a m del Parque,Cumbayá,299000,310,3,4,2.0,14,264,1
4236,"Arriendo Hermosa Casa de Lujo, 3 D, Piscina Urbanización Exclusiva",Cumbayá,1900000,1500,3,5,4.0,14,1831,3
4237,Amplia Casa en Quito Tenis con Mas de 373 m² de Construccion 4 Dorm.,Quito Tenis,350000,373,4,3,0.0,12,350,2
4247,Vendo o Arriendo - con Piscina Cas 3 Dorm. C/baño - Cumbya - Sector Usf,Cumbayá,590000,650,3,4,2.0,14,555,2
4248,Puembo Casa en Venta o Alquiler en Urb. Exclusiva.,Puembo,2900000,2200,5,9,4.0,13,2836,3
4249,Oportunidad Cumbaya Casa a Dos Cuadras Usfq,Cumbayá,190000,200,4,2,0.0,14,190,1
4261,Casa en Cumbaya de 4 Dorm Dentro de Conjunto por Colegio Menor Remodelada,Cumbayá,599000,510,3,4,2.0,14,564,2
4263,Cumbaya Casa Independiente de Venta Sector Hospital de Los Valles.,Cumbayá,670000,800,4,3,4.0,14,601,2
4267,Hermosa Casa en Venta Cumbaya,Cumbayá,290000,288,4,4,2.0,14,255,1
4272,Puembo Propiedad en Venta Ideal Para Eventos,Puembo,2200000,7000,4,7,10.0,13,2040,3
4273,Casa de Lujo en Rancho San Francisco a $1500.000,Cumbayá,1500000,1013,4,4,6.0,14,1396,3
4275,Casa de Venta 5 Dorm. Sector Santa Ines,Cumbayá,670000,750,4,4,6.0,14,566,2
4281,"Vendo Casa Muy Bien Ubicada. Cuatro Dorm. en Conjunto, Sector Yambal.",Carcelén,139900,240,4,3,1.0,9,129,1
4284,"Cumbaya, San Juan de Cumbaya, Casa de Venta (3 Niveles) Bajó de Precio!",Cumbayá,220000,300,3,2,2.0,14,185,1
4285,Puembo. Casa de Venta en Conjunto,Puembo,750000,2480,4,4,5.0,13,670,2
4288,Vendo Hermosa Casa Moderna por Estrenar - (Mac) - Cumbaya La Primavera,Cumbayá,325000,310,3,3,2.0,14,290,1
4289,"Carcelén, Casa, 224 m², 7 Habitaciones, 4 Baños, 1 Parqueadero",Carcelén,140000,224,7,4,0.0,9,140,1
4290,En Venta Casa en Puembo,Puembo,135000,200,3,2,3.0,13,87,1
4299,"Cumbaya, Junto a La Vieja Hacienda, Casa de Venta en Conjunto Cerrado",Cumbayá,215000,250,3,3,2.0,14,180,1
4301,"Puembo, Hermosa Casa de Diseño Moderno Dentro de Urbanización Privada.",Puembo,272500,333,3,3,0.0,13,272,1
4306,"Vendo Amplia Casa en Cumbayá, Se Acepta Biess",Cumbayá,240000,270,4,2,3.0,14,188,1
4315,Hermosa Casa de Lujo en Cumbaya,Cumbayá,579000,650,3,3,3.0,14,527,2
4319,"Casa de Venta en Cumbaya, Urbanización Privada",Cumbayá,325000,390,3,3,2.0,14,290,1
4320,Vendo Linda Casa de 4 Dorm. Sector Colegio Menor,Cumbayá,349000,370,4,5,3.0,14,297,1
4328,Vendo Casa en Cumbaya,Cumbayá,350000,300,4,3,2.0,14,315,2
4348,"Casa de Venta en Cumbaya. Quito, Ec.",Cumbayá,1290000,2639,6,10,6.0,14,1186,3
4355,Casa Contemporanea en Venta en Santa Lucia Baja,Cumbayá,590000,590,3,4,2.0,14,555,2
4360,Vendo Casa Cumbaya Santa Ines,Cumbayá,180000,177,3,3,2.0,14,145,1
4361,Remas /futuro Casa en Venta 130 m. Sector Carcelen,Carcelén,85000,171,3,2,2.0,9,62,1
4364,Cumbaya - San Juan Casa de Venta,Cumbayá,300000,273,3,2,2.0,14,265,1
4366,Hermosa Casa por Estrenar Colegio Terranova,Cumbayá,310000,320,3,2,0.0,14,310,2
4373,"Cumbaya, Casa, 221 m², Venta, 2 Habitaciones, 2 Baños, 2 Parqueaderos",Cumbayá,199000,367,2,2,0.0,14,199,1
4379,Casa en Venta - Carcelén Mo12,Carcelén,126900,140,3,2,2.0,9,104,1
4382,"Vendo Casa de Primera en La Urbanización Miravalle 4, Vista, Perfecto Estado.",Cumbayá,640000,500,3,4,5.0,14,553,2
4390,Casa en Venta o Arriendo en Miravalle,Cumbayá,750000,655,5,7,4.0,14,681,2
4392,Casa de Venta en Cumbaya Sector Santa Ines,Cumbayá,355000,288,4,4,2.0,14,320,2
4397,"Venta Casa X Lomas de Cumbayá Una Planta, 8 Casas, C/500 m², T/1.500 m² $750.000",Cumbayá,750000,1500,4,4,3.0,14,698,2
4413,Re/max Futuro Vende Casa en Rancho San Francisco 600 m² de Construcción,Cumbayá,1750000,1026,4,4,6.0,14,1646,3
4414,Vendo Hermosa Casa Sector Einstein,Carcelén,110000,104,3,1,0.0,9,110,1
4418,Vendo Moderna Casa 4 Habitaciones con Piscina en Urbanización en Tanda,Cumbayá,780000,1200,4,4,2.0,14,745,2
4419,Vendo Linda Casa en Excelente Ubicación Dentro de Urb. Privada,Cumbayá,380000,520,5,4,5.0,14,293,1
4435,Inmobusiness Vende Casa de Una Sola Planta en Arrayanes,Puembo,725000,625,3,4,4.0,13,661,2
4439,Casa en Pillagua de 4 Dorm.,Cumbayá,910000,1236,4,4,4.0,14,841,3
4440,Casa Amplia Remodelada en El Batan Ba46,El Batán,325000,390,6,3,1.0,2,311,2
4443,"Venta Linda Casa Independiente 3 Dorm., Sector Carcelén, Ponceano",Carcelén,200000,300,3,2,2.0,9,177,1
4449,Excelente Casa - Excelente Precio!,Cumbayá,320891,292,4,3,2.0,14,286,1
4451,"Cumbaya, Sector Usfq, Vendo Casa Estrenar 4 Dorm.",Cumbayá,298000,279,4,4,2.0,14,263,1
4456,Casa de 3 Dorm. Cerca Arrayanes,Puembo,318000,346,3,3,2.0,13,286,1
4457,Cumbaya Casa de Venta de Lujo,Cumbayá,2200000,1600,4,4,8.0,14,2061,3
4470,"Vendo Casa en San Carlos Alto, 3 Dorm., 119 m²",San Carlos,118000,131,3,3,1.0,4,104,1
4476,"Amplia Casa 143 m² Eloy Alfaro, Terminal Carcelen",Carcelén,119800,182,4,2,0.0,9,120,1
4480,Hermosa Casa en San Juan 1300 de Renta y 220.000!,Cumbayá,220000,214,4,4,2.0,14,185,1
4484,Re/max Futuro Vende Espectacular Casa por Estrenar en Lumbisi,Cumbayá,349500,500,3,4,2.0,14,315,2
4486,"Venta Quinta en Cumbayá, Av Fco. de Orellana, Terreno 10.242 m², $1'250.000",Cumbayá,1250000,10242,4,3,8.0,14,1111,3
4492,"Casa con Terreno de 1 M²586 - Casas 293 m² Via Arrayanes, Puembo",Puembo,360000,1500,3,2,5.0,13,280,1
4494,"0 9 8 7 1 0 2 0 4 9 Kb La Primavera Vendo Casa 4 Dorm $375,000",Cumbayá,375000,500,4,4,2.0,14,340,2
4499,Vendo Casa en Conjunto Sector Site Center,Cumbayá,360000,380,3,3,2.0,14,325,2
4502,Casa de Venta en Cumbayá,Cumbayá,380000,530,4,3,2.0,14,345,2
4504,Casa Estilo Campestre Para Negocio o Vivienda en Cumbaya,Cumbayá,350000,600,4,3,12.0,14,142,1
4505,Vendo Amplia y Hermosa Casa,Cumbayá,780000,1000,3,3,4.0,14,711,2
4510,Vendo Excelente Propiedad en Puembo,Puembo,950000,2500,4,4,4.0,13,886,3
4522,Puembo Casa de Lujo en Venta en La Urb. Arrayanes Hermosa Vista,Puembo,1200000,1000,4,4,2.0,13,1168,3
4523,Casa en Venta Cumbaya Urbanización Privada 4 Dorm.,Cumbayá,680000,710,4,4,3.0,14,628,2
4525,Inmobusiness Vende Casa en La Primavera,Cumbayá,430000,982,4,4,5.0,14,343,2
4533,Casa Venta Conjunto Cumbaya/intervalles,Cumbayá,345000,310,3,4,2.0,14,310,2
4535,En Cumbaya. Cerca a La Usfq. Muy Buena Casa Remodelada,Cumbayá,199000,210,3,3,2.0,14,164,1
4538,Se Vende Casa en Cumbaya por El Colegio Menor,Cumbayá,350000,250,3,3,2.0,14,315,2
4542,Casa en Venta Carcelen Alto 223 m² con Garage 2 Pisos,Carcelén,95000,223,4,3,2.0,9,72,1
4548,Casa 700 m² en 1.100 m² de Terreno en El Batán,El Batán,1400000,1098,4,5,6.0,2,1316,3
4549,"Vendo Casa Cumbaya Sector Auqui Chico, Amplias Areas Sociales, Jardines Bbq",Cumbayá,700000,982,3,4,4.0,14,631,2
4552,Venta Casa Amplia Independiente,Carcelén,188000,340,3,3,0.0,9,188,1
4553,Linda Casa en El Centro de Cumbaya en Conjunto,Cumbayá,290000,300,3,4,3.0,14,238,1
4559,"Cumbaya - Urbanización Meneses Pallares - Casa Independiente con Piscina, Jardín.",Cumbayá,940000,650,3,3,6.0,14,836,3
4563,Vendo Linda Casa en Cumbaya 120 m² Mas 15 m² de Terraza $140.000,Cumbayá,140000,147,3,2,2.0,14,105,1
4566,Por Inversion!.. Dentro de Urbanización. Sector Auquichico.,Cumbayá,450000,780,3,2,2.0,14,415,2
4577,"Cumbaya, La Primavera, Terreno, Venta, 1285 m², 3 Casas de 2 Plantas, 10 Parq",Cumbayá,530000,1285,9,6,0.0,14,530,2
4579,Inmobusiness Vende Casa Vía Lumbisí en Cumbayá,Cumbayá,420000,600,4,3,2.0,14,385,2
4580,Casa de Venta Sector Yanazarapata Cumbayá,Cumbayá,220000,246,3,3,2.0,14,185,1
4581,Casa de Venta Amoblada de 3 Dorm. Calle Capri Sector Carcelen,Carcelén,170000,145,3,3,2.0,9,147,1
4583,Venta Casa Rentera X Cc Portal,Carcelén,110000,220,7,4,1.0,9,99,1
4593,"Cumbaya, Hermosa Casa Hacienda 230 m², Patio, Bbq, 2 Garajes, Canchas, Seguridad",Cumbayá,290000,330,3,3,2.0,14,255,1
4599,Puembo Casa en Venta por Estrenar Sector Club Arrayanes,Puembo,685000,2700,3,3,3.0,13,637,2
4602,Vendo Edificio con 3 Departamentos en Vista Grande - Cumbaya,Cumbayá,890000,600,8,8,4.0,14,821,3
4603,Re/max Capital Vende Carcelén Casa 2 Pisos 200 Mtrs 2 Depts 3 Dorm 2 Parq,Carcelén,106500,200,6,2,2.0,9,84,1
4604,Espectacular Casa de Venta Sector Auquichico,Cumbayá,650000,688,4,3,3.0,14,598,2
4609,Casa de Venta con Piscina en Urbanizacion Exclusiva Sector Club Arrayanes,Puembo,643000,1120,5,5,4.0,13,579,2
4617,Vendo Casa Cumbaya,Cumbayá,900000,2425,3,3,6.0,14,796,2
4619,Se Vende a Estrenar Casa Duplex 3 Dorm.. Sector La Primavera,Cumbayá,325000,250,3,3,2.0,14,290,1
4623,Vendo - Amplia Casa Rustica - 6 Habitaciones - Cumbaya,Cumbayá,640000,794,6,3,4.0,14,571,2
4629,Lujosa Residencia Cumbaya Minutos Universidad San Francisco Conjunto Privado,Cumbayá,900000,1100,4,5,0.0,14,900,3
4630,Oportunidad Para Invertir. Casa Grande en Mastodontes,Carcelén,289990,366,4,3,4.0,9,244,1
4631,Gestión Inmobiliaria Vende: Bonita Casa Independiente en La Urb. Primavera 2,Cumbayá,479000,400,3,3,3.0,14,427,2
4632,Corredor de Bienes Raíces en Quito Cel.,Bellavista,100000,1000,1,1,1.0,10,84,1
4636,Vendo Casa Rentera en Centro Cumbaya,Cumbayá,390000,384,4,7,2.0,14,355,2
4638,"Vendo Hermosa Casa en Cumbaya 340 m² Cont, 560 m² Terreno $468.000",Cumbayá,468000,560,3,3,3.0,14,416,2
4641,"Casa de Venta Sector Yanbal, Norte de Quito",Carcelén,115000,116,3,2,1.0,9,104,1
4652,Vendo - Hermosa Propiedad de 4 Dorm. - Puembo,Puembo,750000,1433,4,4,4.0,13,686,2
4656,"Cumbaya, Casa en Venta, 3 Habitaciones, 301 m²",Cumbayá,299000,301,3,4,0.0,14,299,1
4657,Cada de Venta en Cumbaya Cerca Ruta Viva,Cumbayá,445000,600,3,3,3.0,14,393,2
4659,Vendo en Cumbayá Casa en Urbanizacion Cerrada,Cumbayá,348000,690,3,3,2.0,14,313,2
4669,Hermosa Casa de Venta en Cumbaya,Cumbayá,360000,316,3,3,3.0,14,308,2
4671,"Excelente Casa, Magnifica Ubicación!",Cumbayá,800000,1500,3,3,4.0,14,731,2
