index,nombre,sector,precio,area,habitaciones,banos,parqueadero,codigoSector,acabados,tipoAcabados
2619,Casa Unifamiliar,Carcelén,75000,134,3,2,1.0,9,64,1
2621,Casas por Estrenar en Venta San Fernando,San Carlos,140000,197,3,3,2.0,4,113,1
2622,Vendo o Arriendo Casa en Sector Bellavista,Bellavista,750000,875,4,4,3.0,10,703,2
2631,Casa Independiente Dentro de Conjunto 275 m² Construccion $198.000,Carcelén,198000,460,4,3,2.0,9,175,1
2632,"Moderna, Vista, Conjunto Seguro Sector San Juan Alto, Bajo de Precio",Cumbayá,219000,205,3,2,2.0,14,184,1
2643,Se Vende Hermosa Casa de Campo con Amplio Terreno en Puembo!,Puembo,350000,188,3,2,0.0,13,350,2
2646,Casa de 5 Domitorios en Jardines del Este,Cumbayá,870000,1200,5,6,4.0,14,801,3
2647,"En Venta Casa en Ponceano Alto, Cs3",Ponceano,138000,123,3,2,2.0,7,114,1
2650,Se Vende Muy Buena Casa en Cumbaya Urb. Auquichico,Cumbayá,480000,500,3,3,2.0,14,445,2
2652,Casas en Venta Sector Norte,Carcelén,115000,124,3,2,1.0,9,104,1
2654,"Vendo Casa Amoblada en Elegante Urbanización, Sector Puembo",Puembo,290000,439,3,3,2.0,13,258,1
2657,Vendo Casa San Juan de Cumbaya,Cumbayá,900000,800,4,4,2.0,14,865,3
2658,Espectacular Casa Moderna de Venta Ubicada en Urbanización Exclusiva,Cumbayá,1350000,836,3,3,8.0,14,1211,3
2662,Casa de Venta en El Centro de Cumbayá,Cumbayá,263000,289,4,4,4.0,14,194,1
2666,220 m con Seguridad y Ubicacion; 3 Dorm. y Estudio y Servicio,Cumbayá,375000,240,3,3,2.0,14,340,2
2671,"Espectacular Casa, Urbanización Exclusiva Sector Rancho San Francisco, Cumbayá",Cumbayá,425000,600,3,4,4.0,14,356,2
2674,"Cumbaya - Lumbisi. Hermosa Casa Rustica de Venta, en Urb. Privada",Cumbayá,650000,1950,4,4,3.0,14,598,2
2676,"La Primavera I, Casa, 373 m², 4 Habitaciones, 4 Baños, 2 Parqueaderos",Cumbayá,375000,419,4,3,0.0,14,375,2
2680,"Cumbayá, Venta, Casa Minimalista, 4 Dorm.",Cumbayá,385000,403,4,3,3.0,14,333,2
2684,"En Tanda, Hermosa Casa a Estrenar Dentro de Conjunto Privado",Cumbayá,250000,184,3,3,2.0,14,215,1
2687,"Gran Jardin, Ubicacion! Segura, 4 Dorm. Linda Casa",Cumbayá,570000,459,4,3,4.0,14,501,2
2689,Venta Casa / Local Comercial Negocio Cumbayá,Cumbayá,500000,1042,6,5,8.0,14,361,2
2710,Casa de 3 Dorm. en Fuente de Piedra,González Suárez,310000,252,3,3,2.0,11,271,1
2711,Venta Casa Tumbaco - Cumbaya 3 Dorm.,Cumbayá,217000,200,3,4,2.0,14,182,1
2714,Inmobusiness Vende Casa en Cumbres del Valle Cumbayá,Cumbayá,2250000,1688,4,4,5.0,14,2163,3
2724,"Venta de Casa en Cumbayá, 480 m² Urbanización Privada Frente Usfq, 3 Dorm con Baño Privado",Cumbayá,447000,480,3,4,2.0,14,412,2
2726,"Inmobusiness Vende Hermosa Casa, Sector La Cerámica",Cumbayá,190000,260,3,3,2.0,14,155,1
2735,Casa con Piscina en Urbanización Meneses Pallares,Cumbayá,925000,1824,3,4,4.0,14,856,3
2739,Vendo Hermosa Casa en Urbanización,Cumbayá,365000,380,3,2,2.0,14,330,2
2742,Vendo Casa en Tumbaco,Puembo,600000,2568,4,4,4.0,13,536,2
2745,"Carcelén, Casa, 102 m², 3 Habitaciones, 2.5 Baños, 1 Parqueaderos",Carcelén,97000,160,3,2,0.0,9,97,1
2751,Casa de Venta en Sector Intervalles,Cumbayá,210000,267,3,2,2.0,14,175,1
2759,"Cumbayá, Sector San Juan Bajo, Casa de Venta en Conjunto Privado",Cumbayá,197000,225,3,3,2.0,14,162,1
2761,"Casa de 261 m² en El Conjunto Mirage, 1parqueadero",Ponceano,130000,261,6,6,1.0,7,118,1
2762,Lumbisi Casa de 3 Habitaciones $190.000 Negociables,Cumbayá,190000,237,3,3,2.0,14,155,1
2767,"Sector La Viña, Entre Cumbayá/tumbaco, Hermosa Casa Moderna, Urbanización 24/7",Cumbayá,650000,530,4,3,3.0,14,598,2
2784,Amplia Casa de Venta en Cumbaya,Cumbayá,750000,600,5,4,5.0,14,663,2
2788,"Vendo Casa 130 m, San Juan de Cumbaya",Cumbayá,139990,160,3,2,2.0,14,105,1
2792,Casa de Venta Quito Sector Dammer 2 Construccion 763 m² Esquinera,La Luz,315000,763,10,5,7.0,8,230,1
2794,Hermosa Casa de Venta Dentro de Conjunto Sector Intervalles,Cumbayá,330000,275,3,3,2.0,14,295,1
2815,Vendo Casa en Cumbayá Dentro de Conjunto 3 Dorm.,Cumbayá,215000,310,3,3,2.0,14,180,1
2816,Casa de Venta Sector Norte Carcelén Mastodontes Colg. Americano,Carcelén,105000,160,3,2,2.0,9,82,1
2820,Vendo Hermosa Casa en Cumbaya Excelente Urbanización,Cumbayá,890000,800,6,6,4.0,14,821,3
2821,Intervalles Casa en Venta 803 m²,Cumbayá,369000,2074,5,5,3.0,14,317,2
2823,"Vendo Casa Rentera, Sector Batan Alto, Cerca Av Eloy Alfaro.",El Batán,349000,492,9,7,4.0,2,293,1
2824,Vendo Hermosa Casa en Cumbaya Sector La Viña,Cumbayá,970000,1540,3,4,4.0,14,901,3
2826,Casa - Puembo,Puembo,715000,500,4,4,2.0,13,683,2
2831,Cumbaya Jardines del Este Casa de Alquiler 5 Habitaciones,Cumbayá,610000,1180,5,5,5.0,14,523,2
2833,Casa de Venta de Primera San Patricio - Urbanización,Cumbayá,620000,602,4,5,4.0,14,551,2
2835,Casa en Venta en Cumbayá 189 m² Sector Tanda,Cumbayá,239645,304,3,2,2.0,14,205,1
2839,Hermosa Casa de Venta Sector Mastodontes,Carcelén,110000,190,3,2,0.0,9,110,1
2852,Casa en Pleno Cumbaya de Oportunidad 4 Dorm.,Cumbayá,235000,200,4,4,3.0,14,183,1
2857,Casa de Venta Carcelen,Carcelén,90000,125,5,3,0.0,9,90,1
2864,"Vendo Casa También Para Constructores 600 m² T, 600 m² Const, $470.000",Quito Tenis,470000,600,6,5,3.0,12,428,2
2865,Hermosa Casa de Oportunidad Sector Ponceano,Ponceano,160000,198,3,2,2.0,7,136,1
2866,Increible Casa en San Juan Alto Usd!250.000,Cumbayá,250000,300,3,4,2.0,14,215,1
2868,Casa de Venta en Cumbayá Sector Santa Inés,Cumbayá,412000,480,4,4,2.0,14,377,2
2871,Jas/vende Bonita Casa de Tres Plantas Sector Carcelen (Colegio Americano),Carcelén,95000,255,3,2,2.0,9,72,1
2878,Vendo Casa de Lujo Prados de Cumbaya 2277vs,Cumbayá,1400000,1537,4,6,4.0,14,1331,3
2884,0 9 8 7 1 0 2 0 4 9 Kb Puembo Vendo Casa 4 Dorm $365.000,Puembo,365000,643,4,4,4.0,13,301,2
2899,Casa - Ponceano,Ponceano,265000,389,3,3,2.0,7,241,1
2901,Casa - El Batán,El Batán,350000,506,2,2,0.0,2,350,2
2928,Cumbaya - San Juan Vendo Hermosa Casa,Cumbayá,274990,389,3,2,2.0,14,240,1
2929,Venta Casa · 5 Dorm.· Piscina · Sector Quito Tennis · Canal 4,Quito Tenis,600000,1003,5,5,5.0,12,529,2
2936,Casa en Venta - Norte de Quito - Cotocollao,Bellavista,75000,151,3,2,2.0,10,44,1
2938,Puembo Casas de venta.(Cr),Puembo,140258,117,3,2,0.0,13,140,1
2939,Vendo Amplia Casa Indepemdiente en Cumbaya Para Empresas o Vivienda,Cumbayá,450000,540,4,6,4.0,14,381,2
2940,Venta Terreno y Casa Rustica Puembo 9.216 Mt. Casa 300 Mt.,Puembo,100,9216,3,3,4.0,13,-64,1
2941,Vendo Casa Independiente con Amplio Terreno en Cumbaya,Cumbayá,380000,710,4,3,5.0,14,293,1
2960,Hermosa Casa en Cumbayá Sector Primavera 2,Cumbayá,335000,500,5,5,2.0,14,300,1
2966,690 m. 4 Dorm. * 1 en Pb: Porche y Jardin Seguridad 24/7 Ofertable!,Cumbayá,750000,690,4,4,6.0,14,646,2
2967,"Vendo Casa Cumbaya, 3 Alcobas y Suite. Cerca del Parque. $198.000/capri",Cumbayá,198000,200,4,3,2.0,14,163,1
2970,Inmobusiness Vende Casa en Bellavista,Bellavista,325000,367,4,3,2.0,10,294,1
2972,Amplia Casa de Venta en El Sector de Lumbisi,Cumbayá,370000,408,3,2,3.0,14,318,2
2973,Casa San Juan,Cumbayá,224000,193,4,4,3.0,14,172,1
2977,"Casa de Venta en Quito, González Suárez, Remodelada",González Suárez,320000,377,3,3,2.0,11,281,1
2980,Casa 105 m² - Lirios de Carcelén 1parqueadero,Carcelén,85000,133,3,2,1.0,9,74,1
2985,Se Vende Casa en Cumbaya,Cumbayá,250000,250,2,2,2.0,14,215,1
2987,Casa - Cumbayá,Cumbayá,215000,128,2,2,2.0,14,180,1
2993,"Se Vende Casa en Cumbaya, Sector Cunuyacu",Cumbayá,337000,410,3,3,2.0,14,302,2
2995,Hermosa Casa en Conjunto Cerrado. Excelente Ubicación,Cumbayá,215000,200,3,2,2.0,14,180,1
2999,Casa en Venta Sector Carcelen Cerca Al Colegio Einstein,Carcelén,245000,435,4,3,3.0,9,211,1
3000,Hermosa Casa de Venta en San Juan Alto,Cumbayá,360000,342,3,3,3.0,14,308,2
3033,"Tanda, Casa en Urbanizacion de 5 Habitaciones",Cumbayá,420000,650,5,4,4.0,14,351,2
3036,Casa en Urbanizacion Segura Balcon del Norte,Ponceano,180000,195,3,2,2.0,7,156,1
3041,Casa en San Juan de Cumbayá de Venta (Na),Cumbayá,230000,260,4,3,3.0,14,178,1
3058,"5 Dorm. Mas Piscina, en Ambiente Seguro, Sector Col. Menor",Cumbayá,720000,900,5,4,3.0,14,668,2
3064,Se Vende Espectacular Casa Dentro de Urbanización en Cumbaya,Cumbayá,610000,721,0,0,0.0,14,610,2
3067,Inmobusiness Vende Casa Puebo,Puembo,1700000,1500,3,3,3.0,13,1652,3
3069,Casa Sector Rancho San Francisco y Loft,Cumbayá,340000,471,4,4,4.0,14,271,1
3091,Casa de Venta en Proyecto 180 m² Yanazarapata Cumbaya,Cumbayá,213000,204,3,3,2.0,14,178,1
3094,Vendo Hermosa Casa Puembo Arrayanes,Puembo,840000,1475,4,4,5.0,13,760,2
3107,Vendo Hermosa Casa en Puembo Estilo Rústica,Puembo,350000,188,3,2,3.0,13,302,2
3114,Casas Modernas de 3 y 4 Dorm. Excelentes Acabados,Cumbayá,321000,443,4,3,2.0,14,286,1
3118,Casa - Cumbayá,Cumbayá,240000,337,3,3,2.0,14,205,1
3119,Vendo Casa Ponceano Bajo Balcones del Norte,Ponceano,125000,140,4,2,1.0,7,113,1
3121,Cumbaya Vendo Casa de 4 Habitaciones Sector La Primavera,Cumbayá,365000,500,4,4,2.0,14,330,2
3123,"Muy Buena Casa de Venta Dentro de Cumbres del Valle, Cumbayá",Cumbayá,650000,580,4,4,3.0,14,598,2
3138,0 9 8 1 8 8 1 0 8 4 Lumbisi Vendo Casa Estrenar 3 Dorm Jardín Piscina $299.500,Cumbayá,299500,240,3,3,2.0,14,265,1
3140,Cumbaya Sector Colegio Menor Se Vende Casa (Ms),Cumbayá,370000,332,4,4,3.0,14,318,2
3144,Venta Casa Cumbaya por Estrenar Excelente Precio,Cumbayá,188000,168,3,2,2.0,14,153,1
3145,Oportunidad Casa Rentera en Venta 450 m. Terreno,Ponceano,210000,450,5,3,4.0,7,162,1
3148,Venta Casa Nueva 3 Dorm. Cumbaya Primavera,Cumbayá,279000,2000,3,4,2.0,14,244,1
3151,Ao Venta Casa 3 D Sector San Juan Alto - Cumbaya,Cumbayá,230000,309,3,3,3.0,14,178,1
3156,Venta Casa - Cumbaya,Cumbayá,165000,186,3,2,2.0,14,130,1
3161,Vendo o Rento Linda Casa Amplia en Ponceano Alto,Ponceano,590000,1120,5,4,10.0,7,471,2
3166,Casa en Venta Sector Carcelen de Oportunidad,Carcelén,139000,285,3,3,2.0,9,116,1
3176,Proyecto Casa en Venta 198 m² con Piscina Propia Yanazarapata,Cumbayá,272700,215,3,3,2.0,14,238,1
3180,Vendo Propiedad Esquinera Carcelen,Carcelén,185000,275,4,4,3.0,9,151,1
3183,Vendo Casa Moderna en Cumbayá,Cumbayá,260000,297,4,4,2.0,14,225,1
3188,Vendo de Oportunidad Casa de 655 m en La Primavera,Cumbayá,500000,900,2,4,2.0,14,465,2
3197,Vendo - Lujosa Residencia - Cumbaya,Cumbayá,2800000,2000,4,5,6.0,14,2696,3
3199,Venta o Renta Casa en Urbanización Exclusiva Sector Arrayanes - Puembo,Puembo,650000,1350,4,4,6.0,13,554,2
3200,Venta de Casa Independiente en Bellavista de 3 Dorm. y Jardín Privado,Bellavista,337000,342,3,3,3.0,10,290,1
3201,Cumbayá Casa con Amplio Jardín y Porche Urb Privada,Cumbayá,395000,600,3,3,3.0,14,343,2
3208,Cumbaya. Casa de Venta en Conjunto Privado,Cumbayá,320000,350,4,4,3.0,14,268,1
3214,Casa de Venta en Cumbaya Ideal Para Negocio,Cumbayá,1200000,1541,8,4,10.0,14,1027,3
3215,"Excelente Ubicacion, 1 Planta, Amplio Terreno de 1600 m. 4 Dorm. Usd 650,000",Cumbayá,650000,610,4,4,4.0,14,581,2
3216,"En Venta, Casa 3 Dorm., 227 m² San Juan Alto",Cumbayá,225000,227,3,2,1.0,14,208,1
3226,Ao Venta Hermosa Casa 3d San de Juan de Cumbaya,Cumbayá,189000,227,3,2,1.0,14,172,1
3242,Casa de 7 Dorm. en Jardines del Este,Cumbayá,870000,1180,7,7,4.0,14,801,3
3248,Casa de Venta a Estrenar en Sector Intervalles,Cumbayá,319843,320,3,3,2.0,14,285,1
3249,Panamericana Norte - Casa en Venta - 4 Dorm.,Carcelén,107000,160,4,2,1.0,9,96,1
3259,Casa de 3 Dorm. y Piscina en La Primavera,Cumbayá,699999,658,3,2,5.0,14,613,2
3263,Casa de Lujo Cumbaya Conjunto Cerrado,Cumbayá,379000,315,3,3,2.0,14,344,2
3265,Casa en Venta de Lujo San Juan Cumbaya,Cumbayá,370000,490,3,3,4.0,14,301,2
3268,"Cumbaya, 3 - 4 Dorm, Posibilidad Dormitorio en Pb, Amplio Terreno.",Cumbayá,610000,700,4,4,4.0,14,541,2
3270,Vendo Hermosa Casa en Cumbayá Comercial o Residencial,Cumbayá,850000,1200,4,4,8.0,14,711,2
3271,"Carcelén, Casa, 219 m², 4 Habitaciones, 4 Baños, 1 Parqueadero",Carcelén,117000,219,4,3,0.0,9,117,1
3277,"Ponceano Alto - Casa de 209.72 m², 5 Dorm. Tres Parqueaderos",Ponceano,280000,286,5,4,3.0,7,244,1
3284,Venta Hermosa Casa Nueva Sector Norte Carcelen,Carcelén,89990,144,3,2,2.0,9,67,1
3287,Rento Casa Sector San Juan de Cumbaya - Remax Sol - Mony Miranda,Cumbayá,450000,862,4,4,4.0,14,381,2
3289,Vendo Casa Rentera Bellavista La Cumbre $520 Mil,Bellavista,520000,750,9,4,4.0,10,458,2
3299,Inmobusiness Vende Casa con Locales Comerciales en Av Diego Vásquez de Cepeda,Carcelén,1100000,1300,4,4,8.0,9,1009,3
3300,Rancho San Francisco Casa de Lujo en Urbanización $2.650.000,Cumbayá,2650000,1000,4,5,8.0,14,2511,3
3301,Casa - Carcelén,Carcelén,89000,147,3,2,1.0,9,78,1
3302,Excelente - Amplia - Moderna,Cumbayá,445000,650,3,3,2.0,14,410,2
3304,Vendo Hermosa Casa en Exclusiva Urbanización de Cumbayá,Cumbayá,900000,528,4,4,4.0,14,831,3
3316,Venta Linda Casa Tumbaco,Cumbayá,150000,149,3,3,2.0,14,115,1
3317,Oportunidad de Inversion Casas Orlando Silver Palm,Cumbayá,459900,500,6,5,4.0,14,391,2
3321,Casa en Venta en Ponceano Sector Residencial,Ponceano,180000,240,4,3,2.0,7,156,1
3325,Muy Buena Casa de Venta Ubicada Dentro de Auqui Chico,Cumbayá,550000,452,3,3,2.0,14,515,2
3326,Elegante y Amplia Casa de Cuadro Dorm. y Varios Ambientes de Venta en Ponceano.,Ponceano,450000,480,4,3,0.0,7,450,2
3332,Hermosa Casa Rústica (Ma) en Cumbayá - Cerca Ruta Viva,Cumbayá,240000,260,3,2,2.0,14,205,1
3335,"Casa en Conjunto El Prado, Albert Eintein, Carcelen",Carcelén,91000,197,3,3,2.0,9,68,1
3339,Vendo Casa en Condominio a Pasos de Iglesia de Cumbayá 3 Dorm,Cumbayá,140000,143,3,3,2.0,14,105,1
3343,"Hermosa Casa de Venta Sector Norte Carcelen, Uraba",Carcelén,160000,220,4,2,3.0,9,126,1
3347,Casa - Cumbayá,Cumbayá,219000,258,3,3,2.0,14,184,1
3352,Inmobusiness Vende Casa Moderna Sector Carcelén,Carcelén,315000,520,5,5,2.0,9,292,1
3353,Linda Casa en Miravalle,Cumbayá,520000,730,4,3,3.0,14,468,2
3354,Inmobusiness Vende Casa Sector Quito Tenis,Quito Tenis,450000,300,3,3,2.0,12,422,2
3356,Lujosa Casa en Venta Sector Ponceano,Ponceano,800000,800,4,3,0.0,7,800,3
3361,Vendo Linda Casa en San Juan de Cumbayá,Cumbayá,225000,234,3,2,2.0,14,190,1
3362,Vendo Casa Cumbaya 725 Terreno 500 Construcción 620.000 Dólares Mm,Cumbayá,620000,720,4,4,4.0,14,551,2
3363,Urbanización Mirado del Valle,Cumbayá,273000,246,3,2,3.0,14,221,1
3370,"Casa de Venta en Cumbayá, 4 Dorms Amplios con Baño, Urbanización Cerrada, Amplias Áreas Comunales Co",Cumbayá,397000,400,4,4,2.0,14,362,2
3373,Amplia Propiedad Comercial en Tumbaco,Cumbayá,800000,1300,10,7,20.0,14,454,2
3374,"Casa de Venta Amplia Sector Norte, Urabá - Carcelén",Carcelén,230000,350,5,5,3.0,9,196,1
3383,Vendo Hermosa Casa en Conjunto Privado 100 m²,Carcelén,82000,100,3,1,1.0,9,71,1
3387,Bajó de Precio! Casa de Venta Dentro de Urbanización en Cumbaya,Cumbayá,288000,338,3,2,4.0,14,219,1
3392,0 9 8 1 8 8 1 0 8 4 Kb San Juan Cumbaya Vendo Casa 3 Dorm $225.000,Cumbayá,225000,223,3,2,2.0,14,190,1
3394,Hermosa Casa – 3 Dorm. - Sector La Luz,La Luz,260000,500,3,3,3.0,8,224,1
3398,Casa de 5 Dom por Colegio Aleman,Cumbayá,1119000,2394,5,5,2.0,14,1084,3
3401,Casa - Cumbayá,Cumbayá,348000,137,2,1,2.0,14,313,2
3404,Casa en Cumbayá,Cumbayá,280000,220,3,2,2.0,14,245,1
3408,Casa en Urbanización Exclusiva de Cumbayá Sector Miravalle,Cumbayá,380000,380,4,4,3.0,14,328,2
3409,"Venta Hermosas Casas 3 Dorm., Piscina, Conjunto, Cumbayá, Santa Inés",Cumbayá,380000,340,3,3,2.0,14,345,2
3414,Dentro de Conjunto con Mucha Seguridad. Casa Amoblada.,Cumbayá,245000,200,3,2,2.0,14,210,1
3415,Casa en Venta Sector Yanazarapata Cumbaya,Cumbayá,230000,240,3,3,3.0,14,178,1
3419,Cumbaya Hermasa Casa de Venta en Urb. Exclusiva. Hermosa Vista,Cumbayá,750000,948,3,3,3.0,14,698,2
3421,Vendo Casa Sector Ponciano,Ponceano,130000,169,3,2,2.0,7,106,1
3423,Vendo Propiedad en Cumbaya La Primavera: Casa y Dos Departamentos de,Cumbayá,720000,600,3,2,8.0,14,581,2
3424,"Venta Casa 4 Dormi con Jardín, San Juan de Cumbayá $210 Mil",Cumbayá,210000,255,4,3,3.0,14,158,1
3426,Hermosa Casa en Puembo!,Puembo,325000,250,3,3,0.0,13,325,2
3429,Inmobusiness Vende Casa en Urbanizacion Privada Frente Al Intercambiador de Carcelen,Carcelén,135000,140,3,3,2.0,9,112,1
3431,Vendo Hermosa Casa en San Juan Cumbaya,Cumbayá,225000,276,3,2,2.0,14,190,1
3432,En Venta Casa de 225 m² en Carcelen,Carcelén,146000,225,3,3,1.0,9,135,1
3436,"Inmobusiness Venda Casa Moderna Sector Auqui Chico, Cumbayá",Cumbayá,497000,470,3,3,4.0,14,428,2
3445,0 9 8 1 8 8 1 0 8 4 Lumbisi Vendo Casa Estrenar 3 Dorm Piscina $219.500,Cumbayá,219500,185,3,2,2.0,14,185,1
3458,"Hermosa Casa un Solo Andar, 4 Dorm, Piscina, Entorno Natural y Paz",Cumbayá,1290000,600,4,4,7.0,14,1169,3
3469,"Espectacular Vista, Amplitud y Comodidad",Puembo,690000,800,3,5,4.0,13,626,2
3470,"Vendo Casa Rentera Ponceano - Uso Iglesia, Oficinas, Vivienda, Bodega, Galpon.",Ponceano,750000,1831,7,3,6.0,7,678,2
3471,Vendo Amplia Casa Atras del Portal Shoping,Carcelén,138000,161,3,3,2.0,9,115,1
3477,Casa en Venta Sector Colegio Aleman Cumbaya,Cumbayá,320000,600,3,2,2.0,14,285,1
3479,Hermosa Casa Amplia Excelente Zona,Cumbayá,450000,795,3,3,2.0,14,415,2
3480,Venta Casa 180 m² Cumbayá,Cumbayá,198000,270,3,3,2.0,14,163,1
3485,Se Vende Espectacular Casa Estilo Italiano Sector Bellavista!,Bellavista,750000,1000,6,3,6.0,10,656,2
3494,Se Vende Hermosa Casa en Puembo,Puembo,335000,380,3,3,2.0,13,303,2
3497,Vendo en Cumbaya a 2 Cuadras de La Universidad San Francisco Casa en Conjunto,Cumbayá,650000,600,4,4,5.0,14,563,2
3501,Cumbaya Vendo Casa Semi Adosada por Estrenar Cerca Ruta Viva,Cumbayá,324990,500,3,3,2.0,14,290,1
3503,Casa de Venta Dentro de Conjunto Privado en Sector Intervalles,Cumbayá,230000,249,3,3,2.0,14,195,1
3511,Casa de Lujo en Venta en Cumbayá,Cumbayá,1400000,2690,4,3,6.0,14,1296,3
3514,Casa en Venta Sector Comercial Cumbaya,Cumbayá,500000,600,2,2,4.0,14,431,2
3520,Casa Moderna en Urb. Privada Sector Nayón - Cumbayá,Cumbayá,420000,610,3,4,2.0,14,385,2
3522,Venta Casa Grande con Terreno Para Proyecto Rio Coca,Iñaquito Alto,620000,600,5,3,3.0,3,580,2
3525,Linda Casa en Cumbaya!,Cumbayá,220000,200,4,3,0.0,14,220,1
3531,"Venta Casa Independiente, 4 Dorm., Piscina, La Primavera, Cumbayá",Cumbayá,490000,922,4,3,4.0,14,421,2
3532,"Cumbaya, Casa de Venta, Conjunto, Piscina",Cumbayá,250000,240,3,2,2.0,14,215,1
3533,Cumbaya La Primavera Casas de Venta en Conjunto,Cumbayá,345000,2000,3,3,2.0,14,310,2
3538,Vendo Elegante Casa en Exclusiva Urbanización en Puembo,Puembo,405000,587,3,4,2.0,13,373,2
3545,Casa de Venta / Sector La Primavera II / Cumbaya / Mav,Cumbayá,230000,260,4,4,3.0,14,178,1
3548,Vendo Casa Carcelen Cerca Colegio Einstein,Carcelén,95000,140,3,2,1.0,9,84,1
3550,Cumbaya 5 Habitaciones y Suite Hermosa Vista $525.000,Cumbayá,525000,465,5,5,4.0,14,456,2
3556,Se Vende Hermosa Casa de 3 Pisos 500 m² en Terreno Cumbaya 345 Mil,Cumbayá,345000,500,5,5,2.0,14,310,2
3557,Amplia Casa de Venta o Renta Sector El Batan Para Empresas Negocios,El Batán,190000,352,4,3,1.0,2,176,1
3561,"Cumbaya, en Urbanización, Casa Moderna, Amplio Jardín",Cumbayá,780000,980,4,3,4.0,14,711,2
3562,Muy Buena Casa de Venta Ubicada en Urbanización Prados de Tanda. Bajó de Precio,Cumbayá,900000,1740,4,3,3.0,14,848,3
3568,Venta Casa Uraba II - 240 m² - Carcelén,Carcelén,199000,240,4,3,2.0,9,176,1
3578,Casa de Venta por La Intervalles,Cumbayá,220000,300,3,2,2.0,14,185,1
3581,Vendo Oportunidad Negoci̇able Hermosa Casa en Quito con Amplio Jardín - Iñaquito,Iñaquito Alto,275000,525,3,2,3.0,3,235,1
3582,Re/max Futuro Vende Amplia Casa de 301 m² en Puembo,Puembo,399000,628,3,3,4.0,13,335,2
3583,Casa - Ponceano,Ponceano,110000,130,3,2,2.0,7,86,1
3588,Cumbaya Hermosa Casa Amplio Jardín y Pisina,Cumbayá,890000,3000,3,3,6.0,14,786,2
3602,Vendo Casa Rentera Zona Comercial de Cumbayá,Cumbayá,430000,360,9,2,2.0,14,395,2
3603,Casa de Venta Independiente con Departamentos Rentera Carcelén Alto 380 m²,Carcelén,150000,380,8,4,2.0,9,127,1
3607,"Cumbaya, Venta, Lujosa Casa 400 Mt. 3 Dorm. Conjunto Privado Solo 10 Casas",Cumbayá,520000,600,3,3,2.0,14,485,2
3611,"Cumbaya, Sector San Juan Alto, Casa de Venta en Conjunto Cerrado",Cumbayá,375000,260,3,3,2.0,14,340,2
3615,"Venta Casa 3 Dorm. (Opción a 4), Conjunto Privado, Cumbayá",Cumbayá,279000,450,4,3,2.0,14,244,1
3616,Linda Casa en Cumbayá,Cumbayá,210000,280,3,2,2.0,14,175,1
3617,"Cumbaya, Casa Conjunto",Cumbayá,265000,248,4,4,2.0,14,230,1
3622,"Venta Casa Sector La Viña Cumbaya: 4 Habs, 5 Baños, 2 Parq. 240 m², $330.000",Cumbayá,330000,210,4,4,2.0,14,295,1
3623,De Venta Hermosa Casa en Urbanización Cerrada Sector Miravalle - Cumbayá,Cumbayá,380000,300,4,3,2.0,14,345,2
3626,Hermosa Casa - Sector San Carlos de Alangasí - 100% Biess,San Carlos,94490,124,3,2,1.0,4,81,1
3627,Vendo Casa Puembo Urbanización El Ingenio,Puembo,720000,1100,4,5,4.0,13,656,2
3628,Cumbaya Casa en Urbanización La Viña 3 Habitaciones $430.000,Cumbayá,430000,425,3,3,4.0,14,361,2
3629,Casa de Venta en Cumbayá - Sector U. S. f. Q.,Cumbayá,240000,300,4,3,2.0,14,205,1
3641,"Vendo Casa y Suite en Cumbaya, Sector Primavera",Cumbayá,320000,350,3,2,4.0,14,251,1
3643,"Vendo Hermosa Casa en Excelente Ubicación, Cerca a La Usfq",Cumbayá,350000,300,4,3,2.0,14,315,2
3652,"Residencia Estilo Español Urbanizacion Exclusiva, Sector Reservorio - Cumbaya",Cumbayá,550000,1450,3,3,4.0,14,481,2
3657,595 m² Independiente Oficinas o Vivienda Más Suite,La Luz,198000,595,4,5,4.0,8,150,1
3659,0 9 8 1 8 8 1 0 8 4 Cumbaya Vendo Casa Nueva $325.000 / 250 m²,Cumbayá,325000,250,3,3,2.0,14,290,1
3660,"Cumbaya Sector El Reservorio Vendo Casa por Remodela, Jardín 320 m",Cumbayá,332000,706,3,2,5.0,14,245,1
3664,La Primavera - Excelente Propiedad con Jardines,Cumbayá,350000,1248,4,3,2.0,14,315,2
3668,Espectacular Casa de Lujo en Pillagua,Cumbayá,1450000,1321,4,4,6.0,14,1346,3
3669,Vendo Casa por Estrenar en Cumbaya,Cumbayá,235000,205,3,2,2.0,14,200,1
3672,Casa en Venta en Tanda 186 m² Sector Cumbaya,Cumbayá,233281,279,3,2,2.0,14,199,1
3679,Venta Casa en Conjunto Cumbayá Piscina Áreas Verdes Seguridad,Cumbayá,340000,523,4,4,2.0,14,305,2
3681,"Cumbaya, Casa de Venta Sector San Juan, en Conjunto Cerrado",Cumbayá,210000,220,3,2,2.0,14,175,1
3692,Cumbaya Hermosa Casa de Lujo,Cumbayá,2000000,3000,4,5,10.0,14,1827,3
3697,"Casa de Venta de Lujo, 622 m, Doble Altura Social, No Adosada",Cumbayá,585000,500,4,4,3.0,14,533,2
3704,Vendo Casa Rentera Carcelen $130.000,Carcelén,130000,160,4,3,1.0,9,119,1
3714,"Cumbayá Santa Lucía, Cómoda y Excelentemente Ubicada Casa, Seguridad!",Cumbayá,410000,480,3,3,4.0,14,341,2
